sid,sx,sy,eid,ex,ey,num,team,time
555,118.2029758,24.49384926,216,118.2034853,24.4949429,199,1853,15
555,118.2029758,24.49384926,216,118.2034853,24.4949429,199,1854,15
627,118.1910466,24.48835733,281,118.191583,24.48935938,164,1856,15
627,118.1910466,24.48835733,281,118.191583,24.48935938,164,1857,15
555,118.2029758,24.49384926,216,118.2034853,24.4949429,199,1858,15
597,118.1993934,24.48199585,415,118.1981423,24.48120808,70,1861,15
627,118.1910466,24.48835733,281,118.191583,24.48935938,164,1865,15
176,118.2012049,24.49954814,180,118.1994123,24.49944483,199,168,15
143,118.1943111,24.50197753,142,118.1958249,24.50185552,235,173,15
152,118.1965815,24.5002015,142,118.1958249,24.50185552,146,181,15
260,118.1948307,24.49400823,258,118.1947818,24.49212855,199,185,15
260,118.1948307,24.49400823,258,118.1947818,24.49212855,199,186,15
176,118.2012049,24.49954814,180,118.1994123,24.49944483,199,200,15
154,118.194589,24.49968586,143,118.1943111,24.50197753,235,201,15
390,118.1940636,24.48394469,391,118.1937282,24.48305447,34,204,15
154,118.194589,24.49968586,143,118.1943111,24.50197753,235,206,15
156,118.1994072,24.50050697,152,118.1965815,24.5002015,199,211,15
156,118.1994072,24.50050697,152,118.1965815,24.5002015,199,213,15
154,118.194589,24.49968586,143,118.1943111,24.50197753,63,214,15
390,118.1940636,24.48394469,391,118.1937282,24.48305447,34,217,15
390,118.1940636,24.48394469,391,118.1937282,24.48305447,34,218,15
156,118.1994072,24.50050697,152,118.1965815,24.5002015,199,219,15
156,118.1994072,24.50050697,152,118.1965815,24.5002015,235,222,15
390,118.1940636,24.48394469,391,118.1937282,24.48305447,34,226,15
156,118.1994072,24.50050697,141,118.1993983,24.50203491,164,232,15
156,118.1994072,24.50050697,141,118.1993983,24.50203491,235,233,15
156,118.1994072,24.50050697,141,118.1993983,24.50203491,235,234,15
204,118.1992565,24.49380775,196,118.1988556,24.49614206,235,248,15
204,118.1992565,24.49380775,196,118.1988556,24.49614206,235,249,15
204,118.1992565,24.49380775,196,118.1988556,24.49614206,164,258,15
204,118.1992565,24.49380775,196,118.1988556,24.49614206,164,259,15
152,118.1965815,24.5002015,156,118.1994072,24.50050697,235,269,15
351,118.1932078,24.48599548,352,118.1948672,24.48532282,135,270,15
395,118.196897,24.48179809,419,118.1956802,24.47951568,164,272,15
383,118.192428,24.48524636,384,118.1918336,24.48386186,201,273,15
159,118.2029743,24.50066631,136,118.2033965,24.50272089,164,277,15
354,118.19802,24.48397351,353,118.1957568,24.48495669,100,282,15
244,118.198852,24.49087384,243,118.1993321,24.49272,36,283,15
244,118.198852,24.49087384,243,118.1993321,24.49272,201,285,15
244,118.198852,24.49087384,243,118.1993321,24.49272,235,288,15
126,118.1952792,24.50575812,33,118.1957203,24.50713071,199,293,15
126,118.1952792,24.50575812,33,118.1957203,24.50713071,199,294,15
126,118.1952792,24.50575812,33,118.1957203,24.50713071,139,295,15
54,118.1974916,24.51334934,53,118.1979515,24.51209628,70,298,15
54,118.1974916,24.51334934,53,118.1979515,24.51209628,70,299,15
153,118.1950299,24.49961974,152,118.1965815,24.5002015,235,304,15
153,118.1950299,24.49961974,152,118.1965815,24.5002015,235,306,15
162,118.2034446,24.50170228,163,118.2032421,24.50064899,199,308,15
162,118.2034446,24.50170228,163,118.2032421,24.50064899,199,309,15
255,118.1945341,24.49405849,199,118.1946976,24.49528905,60,315,15
277,118.1947334,24.49136427,278,118.1964804,24.49125042,235,345,15
289,118.1976334,24.48753149,288,118.1982475,24.48906232,201,347,15
101,118.2042224,24.50782179,102,118.2043085,24.50694379,129,357,15
126,118.1952792,24.50575812,33,118.1957203,24.50713071,199,360,15
212,118.2020267,24.49494015,239,118.2021601,24.49266759,164,364,15
396,118.1907993,24.48244597,382,118.1915082,24.48390213,199,365,15
244,118.198852,24.49087384,243,118.1993321,24.49272,235,367,15
244,118.198852,24.49087384,243,118.1993321,24.49272,201,368,15
143,118.1943111,24.50197753,142,118.1958249,24.50185552,84,373,15
143,118.1943111,24.50197753,142,118.1958249,24.50185552,84,374,15
297,118.2032897,24.48891166,251,118.2035872,24.48953466,17,384,15
54,118.1974916,24.51334934,53,118.1979515,24.51209628,70,392,15
278,118.1964804,24.49125042,277,118.1947334,24.49136427,36,394,15
156,118.1994072,24.50050697,152,118.1965815,24.5002015,12,395,15
156,118.1994072,24.50050697,152,118.1965815,24.5002015,12,396,15
154,118.194589,24.49968586,143,118.1943111,24.50197753,12,398,15
154,118.194589,24.49968586,143,118.1943111,24.50197753,12,399,15
154,118.194589,24.49968586,143,118.1943111,24.50197753,12,402,15
154,118.194589,24.49968586,143,118.1943111,24.50197753,12,403,15
156,118.1994072,24.50050697,152,118.1965815,24.5002015,12,404,15
156,118.1994072,24.50050697,152,118.1965815,24.5002015,12,405,15
156,118.1994072,24.50050697,152,118.1965815,24.5002015,12,406,15
156,118.1994072,24.50050697,152,118.1965815,24.5002015,12,407,15
156,118.1994072,24.50050697,152,118.1965815,24.5002015,12,408,15
156,118.1994072,24.50050697,152,118.1965815,24.5002015,12,409,15
301,118.2028478,24.48804985,304,118.2014941,24.48527326,36,415,15
301,118.2028478,24.48804985,304,118.2014941,24.48527326,36,417,15
278,118.1964804,24.49125042,277,118.1947334,24.49136427,36,422,15
136,118.2033965,24.50272089,135,118.2018236,24.50323678,105,445,15
136,118.2033965,24.50272089,135,118.2018236,24.50323678,105,446,15
244,118.198852,24.49087384,278,118.1964804,24.49125042,235,447,15
244,118.198852,24.49087384,278,118.1964804,24.49125042,235,448,15
199,118.1946976,24.49528905,255,118.1945341,24.49405849,235,450,15
199,118.1946976,24.49528905,255,118.1945341,24.49405849,235,451,15
198,118.1951292,24.49700371,199,118.1946976,24.49528905,188,461,15
198,118.1951292,24.49700371,199,118.1946976,24.49528905,188,462,15
198,118.1951292,24.49700371,199,118.1946976,24.49528905,188,464,15
198,118.1951292,24.49700371,199,118.1946976,24.49528905,188,465,15
255,118.1945341,24.49405849,199,118.1946976,24.49528905,60,472,15
255,118.1945341,24.49405849,199,118.1946976,24.49528905,60,473,15
196,118.1988556,24.49614206,204,118.1992565,24.49380775,235,475,15
396,118.1907993,24.48244597,382,118.1915082,24.48390213,235,477,15
397,118.1907795,24.48161194,384,118.1918336,24.48386186,164,480,15
397,118.1907795,24.48161194,384,118.1918336,24.48386186,164,481,15
259,118.1945043,24.49211796,255,118.1945341,24.49405849,80,482,15
234,118.2041566,24.49402049,235,118.2042993,24.49244035,100,493,15
234,118.2041566,24.49402049,235,118.2042993,24.49244035,100,495,15
255,118.1945341,24.49405849,199,118.1946976,24.49528905,60,496,15
176,118.2012049,24.49954814,180,118.1994123,24.49944483,199,502,15
176,118.2012049,24.49954814,180,118.1994123,24.49944483,199,503,15
54,118.1974916,24.51334934,53,118.1979515,24.51209628,70,506,15
397,118.1907795,24.48161194,384,118.1918336,24.48386186,164,515,15
396,118.1907993,24.48244597,382,118.1915082,24.48390213,235,536,15
396,118.1907993,24.48244597,382,118.1915082,24.48390213,235,537,15
396,118.1907993,24.48244597,382,118.1915082,24.48390213,235,551,15
54,118.1974916,24.51334934,53,118.1979515,24.51209628,70,553,15
54,118.1974916,24.51334934,53,118.1979515,24.51209628,70,554,15
25,118.1960842,24.51082948,26,118.1946378,24.51064543,55,571,15
25,118.1960842,24.51082948,26,118.1946378,24.51064543,55,572,15
204,118.1992565,24.49380775,196,118.1988556,24.49614206,136,575,15
204,118.1992565,24.49380775,196,118.1988556,24.49614206,136,576,15
204,118.1992565,24.49380775,196,118.1988556,24.49614206,162,580,15
204,118.1992565,24.49380775,196,118.1988556,24.49614206,162,581,15
25,118.1960842,24.51082948,49,118.1980189,24.51098186,55,584,15
383,118.192428,24.48524636,384,118.1918336,24.48386186,77,585,15
395,118.196897,24.48179809,419,118.1956802,24.47951568,113,588,15
384,118.1918336,24.48386186,383,118.192428,24.48524636,201,598,15
384,118.1918336,24.48386186,383,118.192428,24.48524636,201,599,15
384,118.1918336,24.48386186,383,118.192428,24.48524636,165,600,15
384,118.1918336,24.48386186,383,118.192428,24.48524636,165,601,15
384,118.1918336,24.48386186,383,118.192428,24.48524636,36,606,15
384,118.1918336,24.48386186,383,118.192428,24.48524636,165,607,15
143,118.1943111,24.50197753,142,118.1958249,24.50185552,199,693,15
143,118.1943111,24.50197753,142,118.1958249,24.50185552,235,694,15
404,118.1918886,24.47963026,402,118.1925597,24.48081353,199,695,15
134,118.2008175,24.50381376,132,118.1992743,24.50380704,199,699,15
53,118.1979515,24.51209628,54,118.1974916,24.51334934,352,700,15
152,118.1965815,24.5002015,156,118.1994072,24.50050697,199,702,15
152,118.1965815,24.5002015,156,118.1994072,24.50050697,235,703,15
154,118.194589,24.49968586,143,118.1943111,24.50197753,151,704,15
32,118.1959306,24.50821225,31,118.1961226,24.5096796,352,716,15
32,118.1959306,24.50821225,31,118.1961226,24.5096796,352,717,15
32,118.1959306,24.50821225,31,118.1961226,24.5096796,352,718,15
32,118.1959306,24.50821225,31,118.1961226,24.5096796,352,719,15
152,118.1965815,24.5002015,156,118.1994072,24.50050697,199,722,15
152,118.1965815,24.5002015,156,118.1994072,24.50050697,235,725,15
204,118.1992565,24.49380775,196,118.1988556,24.49614206,235,727,15
204,118.1992565,24.49380775,196,118.1988556,24.49614206,235,728,15
204,118.1992565,24.49380775,196,118.1988556,24.49614206,235,730,15
204,118.1992565,24.49380775,196,118.1988556,24.49614206,235,731,15
159,118.2029743,24.50066631,136,118.2033965,24.50272089,199,741,15
152,118.1965815,24.5002015,156,118.1994072,24.50050697,235,748,15
152,118.1965815,24.5002015,156,118.1994072,24.50050697,199,749,15
351,118.1932078,24.48599548,352,118.1948672,24.48532282,109,750,15
126,118.1952792,24.50575812,33,118.1957203,24.50713071,199,756,15
126,118.1952792,24.50575812,33,118.1957203,24.50713071,199,757,15
153,118.1950299,24.49961974,152,118.1965815,24.5002015,235,759,15
278,118.1964804,24.49125042,244,118.198852,24.49087384,36,763,15
278,118.1964804,24.49125042,244,118.198852,24.49087384,235,764,15
32,118.1959306,24.50821225,31,118.1961226,24.5096796,96,772,15
32,118.1959306,24.50821225,31,118.1961226,24.5096796,291,773,15
126,118.1952792,24.50575812,33,118.1957203,24.50713071,199,785,15
280,118.1938897,24.48882923,283,118.1933238,24.48748071,199,786,15
278,118.1964804,24.49125042,244,118.198852,24.49087384,235,798,15
301,118.2028478,24.48804985,304,118.2014941,24.48527326,91,814,15
244,118.198852,24.49087384,278,118.1964804,24.49125042,144,834,15
198,118.1951292,24.49700371,199,118.1946976,24.49528905,23,849,15
198,118.1951292,24.49700371,199,118.1946976,24.49528905,188,850,15
198,118.1951292,24.49700371,199,118.1946976,24.49528905,188,851,15
71,118.2016504,24.51481484,72,118.2018427,24.51389338,126,852,15
71,118.2016504,24.51481484,72,118.2018427,24.51389338,126,861,15
397,118.1907795,24.48161194,384,118.1918336,24.48386186,235,869,15
397,118.1907795,24.48161194,384,118.1918336,24.48386186,109,870,15
397,118.1907795,24.48161194,384,118.1918336,24.48386186,235,885,15
143,118.1943111,24.50197753,142,118.1958249,24.50185552,235,924,15
152,118.1965815,24.5002015,156,118.1994072,24.50050697,235,928,15
152,118.1965815,24.5002015,156,118.1994072,24.50050697,235,931,15
152,118.1965815,24.5002015,156,118.1994072,24.50050697,235,932,15
351,118.1932078,24.48599548,352,118.1948672,24.48532282,109,935,15
57,118.1987173,24.51533141,56,118.1975297,24.51456931,70,987,15
176,118.2012049,24.49954814,180,118.1994123,24.49944483,199,990,15
154,118.194589,24.49968586,143,118.1943111,24.50197753,151,1001,15
204,118.1992565,24.49380775,196,118.1988556,24.49614206,235,1008,15
204,118.1992565,24.49380775,196,118.1988556,24.49614206,235,1009,15
153,118.1950299,24.49961974,152,118.1965815,24.5002015,151,1010,15
351,118.1932078,24.48599548,352,118.1948672,24.48532282,109,1020,15
153,118.1950299,24.49961974,152,118.1965815,24.5002015,151,1025,15
159,118.2029743,24.50066631,136,118.2033965,24.50272089,199,1027,15
351,118.1932078,24.48599548,352,118.1948672,24.48532282,109,1030,15
153,118.1950299,24.49961974,152,118.1965815,24.5002015,151,1039,15
162,118.2034446,24.50170228,163,118.2032421,24.50064899,94,1040,15
162,118.2034446,24.50170228,163,118.2032421,24.50064899,94,1041,15
277,118.1947334,24.49136427,278,118.1964804,24.49125042,183,1047,15
57,118.1987173,24.51533141,56,118.1975297,24.51456931,70,1053,15
57,118.1987173,24.51533141,56,118.1975297,24.51456931,70,1054,15
280,118.1938897,24.48882923,283,118.1933238,24.48748071,235,1055,15
279,118.19413,24.4902268,280,118.1938897,24.48882923,199,1061,15
354,118.19802,24.48397351,353,118.1957568,24.48495669,199,1064,15
304,118.2014941,24.48527326,301,118.2028478,24.48804985,235,1077,15
304,118.2014941,24.48527326,301,118.2028478,24.48804985,17,1082,15
57,118.1987173,24.51533141,56,118.1975297,24.51456931,70,1086,15
243,118.1993321,24.49272,244,118.198852,24.49087384,199,1093,15
159,118.2029743,24.50066631,136,118.2033965,24.50272089,199,1102,15
354,118.19802,24.48397351,353,118.1957568,24.48495669,126,1103,15
304,118.2014941,24.48527326,301,118.2028478,24.48804985,235,1104,15
397,118.1907795,24.48161194,384,118.1918336,24.48386186,199,1109,15
354,118.19802,24.48397351,353,118.1957568,24.48495669,235,1111,15
397,118.1907795,24.48161194,384,118.1918336,24.48386186,199,1123,15
57,118.1987173,24.51533141,56,118.1975297,24.51456931,70,1128,15
354,118.19802,24.48397351,353,118.1957568,24.48495669,235,1137,15
354,118.19802,24.48397351,353,118.1957568,24.48495669,235,1138,15
354,118.19802,24.48397351,353,118.1957568,24.48495669,235,1148,15
57,118.1987173,24.51533141,56,118.1975297,24.51456931,70,1155,15
57,118.1987173,24.51533141,56,118.1975297,24.51456931,70,1156,15
154,118.194589,24.49968586,143,118.1943111,24.50197753,151,1164,15
153,118.1950299,24.49961974,152,118.1965815,24.5002015,151,1167,15
204,118.1992565,24.49380775,196,118.1988556,24.49614206,164,1168,15
204,118.1992565,24.49380775,196,118.1988556,24.49614206,164,1169,15
32,118.1959306,24.50821225,31,118.1961226,24.5096796,235,1170,15
32,118.1959306,24.50821225,31,118.1961226,24.5096796,235,1171,15
153,118.1950299,24.49961974,152,118.1965815,24.5002015,151,1174,15
153,118.1950299,24.49961974,152,118.1965815,24.5002015,151,1176,15
32,118.1959306,24.50821225,31,118.1961226,24.5096796,235,1179,15
204,118.1992565,24.49380775,196,118.1988556,24.49614206,138,1180,15
204,118.1992565,24.49380775,196,118.1988556,24.49614206,164,1181,15
280,118.1938897,24.48882923,283,118.1933238,24.48748071,235,1183,15
31,118.1961226,24.5096796,32,118.1959306,24.50821225,14,1184,15
31,118.1961226,24.5096796,32,118.1959306,24.50821225,14,1188,15
204,118.1992565,24.49380775,196,118.1988556,24.49614206,164,1196,15
204,118.1992565,24.49380775,196,118.1988556,24.49614206,164,1197,15
204,118.1992565,24.49380775,196,118.1988556,24.49614206,164,1201,15
260,118.1948307,24.49400823,258,118.1947818,24.49212855,199,1230,15
260,118.1948307,24.49400823,258,118.1947818,24.49212855,199,1231,15
58,118.1991109,24.5153855,57,118.1987173,24.51533141,70,1238,15
181,118.2014151,24.49800378,176,118.2012049,24.49954814,199,1241,15
156,118.1994072,24.50050697,141,118.1993983,24.50203491,199,1244,15
32,118.1959306,24.50821225,31,118.1961226,24.5096796,235,1245,15
32,118.1959306,24.50821225,31,118.1961226,24.5096796,235,1246,15
32,118.1959306,24.50821225,31,118.1961226,24.5096796,235,1247,15
32,118.1959306,24.50821225,31,118.1961226,24.5096796,235,1248,15
32,118.1959306,24.50821225,31,118.1961226,24.5096796,235,1249,15
32,118.1959306,24.50821225,31,118.1961226,24.5096796,235,1250,15
32,118.1959306,24.50821225,31,118.1961226,24.5096796,235,1270,15
32,118.1959306,24.50821225,31,118.1961226,24.5096796,235,1271,15
32,118.1959306,24.50821225,31,118.1961226,24.5096796,235,1272,15
280,118.1938897,24.48882923,283,118.1933238,24.48748071,42,1282,15
396,118.1907993,24.48244597,382,118.1915082,24.48390213,75,1283,15
58,118.1991109,24.5153855,57,118.1987173,24.51533141,70,1285,15
58,118.1991109,24.5153855,57,118.1987173,24.51533141,70,1286,15
281,118.191583,24.48935938,280,118.1938897,24.48882923,235,1289,15
407,118.1904902,24.47663934,406,118.1912565,24.47807006,105,1309,15
58,118.1991109,24.5153855,57,118.1987173,24.51533141,70,1310,15
181,118.2014151,24.49800378,176,118.2012049,24.49954814,199,1315,15
181,118.2014151,24.49800378,176,118.2012049,24.49954814,199,1316,15
396,118.1907993,24.48244597,382,118.1915082,24.48390213,75,1323,15
407,118.1904902,24.47663934,406,118.1912565,24.47807006,199,1345,15
407,118.1904902,24.47663934,406,118.1912565,24.47807006,199,1346,15
407,118.1904902,24.47663934,406,118.1912565,24.47807006,199,1347,15
58,118.1991109,24.5153855,57,118.1987173,24.51533141,70,1352,15
396,118.1907993,24.48244597,382,118.1915082,24.48390213,75,1355,15
396,118.1907993,24.48244597,382,118.1915082,24.48390213,75,1356,15
407,118.1904902,24.47663934,406,118.1912565,24.47807006,199,1357,15
396,118.1907993,24.48244597,382,118.1915082,24.48390213,75,1360,15
407,118.1904902,24.47663934,406,118.1912565,24.47807006,199,1361,15
407,118.1904902,24.47663934,406,118.1912565,24.47807006,199,1362,15
407,118.1904902,24.47663934,406,118.1912565,24.47807006,199,1363,15
278,118.1964804,24.49125042,277,118.1947334,24.49136427,164,1375,16
244,118.198852,24.49087384,278,118.1964804,24.49125042,199,1381,16
199,118.1946976,24.49528905,198,118.1951292,24.49700371,163,1386,16
278,118.1964804,24.49125042,244,118.198852,24.49087384,163,1388,16
278,118.1964804,24.49125042,277,118.1947334,24.49136427,163,1393,16
301,118.2028478,24.48804985,304,118.2014941,24.48527326,91,1399,16
244,118.198852,24.49087384,278,118.1964804,24.49125042,235,1400,16
199,118.1946976,24.49528905,198,118.1951292,24.49700371,235,1402,16
199,118.1946976,24.49528905,198,118.1951292,24.49700371,235,1403,16
255,118.1945341,24.49405849,199,118.1946976,24.49528905,235,1408,16
255,118.1945341,24.49405849,199,118.1946976,24.49528905,235,1409,16
199,118.1946976,24.49528905,198,118.1951292,24.49700371,235,1414,16
255,118.1945341,24.49405849,199,118.1946976,24.49528905,235,1415,16
391,118.1937282,24.48305447,392,118.193125,24.48200444,235,1449,16
393,118.1945519,24.48271123,391,118.1937282,24.48305447,99,1455,16
204,118.1992565,24.49380775,196,118.1988556,24.49614206,235,1458,16
204,118.1992565,24.49380775,196,118.1988556,24.49614206,56,1459,16
278,118.1964804,24.49125042,277,118.1947334,24.49136427,199,1463,16
244,118.198852,24.49087384,278,118.1964804,24.49125042,199,1471,16
244,118.198852,24.49087384,278,118.1964804,24.49125042,199,1472,16
113,118.203915,24.50423942,136,118.2033965,24.50272089,199,1474,16
87,118.2023423,24.51144584,48,118.2010099,24.51102113,199,1476,16
87,118.2023423,24.51144584,48,118.2010099,24.51102113,199,1477,16
278,118.1964804,24.49125042,244,118.198852,24.49087384,163,1479,16
278,118.1964804,24.49125042,244,118.198852,24.49087384,163,1480,16
238,118.2008087,24.49269072,240,118.2003091,24.49058137,199,1485,16
277,118.1947334,24.49136427,278,118.1964804,24.49125042,73,1489,16
259,118.1945043,24.49211796,255,118.1945341,24.49405849,235,1490,16
113,118.203915,24.50423942,136,118.2033965,24.50272089,199,1491,16
277,118.1947334,24.49136427,278,118.1964804,24.49125042,73,1492,16
259,118.1945043,24.49211796,255,118.1945341,24.49405849,164,1493,16
152,118.1965815,24.5002015,142,118.1958249,24.50185552,199,1500,16
152,118.1965815,24.5002015,142,118.1958249,24.50185552,199,1501,16
278,118.1964804,24.49125042,277,118.1947334,24.49136427,163,1503,16
278,118.1964804,24.49125042,277,118.1947334,24.49136427,91,1504,16
259,118.1945043,24.49211796,255,118.1945341,24.49405849,235,1505,16
259,118.1945043,24.49211796,255,118.1945341,24.49405849,164,1507,16
395,118.196897,24.48179809,354,118.19802,24.48397351,81,1508,16
244,118.198852,24.49087384,278,118.1964804,24.49125042,199,1509,16
244,118.198852,24.49087384,278,118.1964804,24.49125042,235,1510,16
152,118.1965815,24.5002015,142,118.1958249,24.50185552,199,1513,16
343,118.2006789,24.4833226,304,118.2014941,24.48527326,235,1514,16
343,118.2006789,24.4833226,304,118.2014941,24.48527326,235,1515,16
199,118.1946976,24.49528905,198,118.1951292,24.49700371,504,1517,16
199,118.1946976,24.49528905,198,118.1951292,24.49700371,504,1518,16
245,118.2039044,24.49036031,251,118.2035872,24.48953466,199,1522,16
196,118.1988556,24.49614206,204,118.1992565,24.49380775,199,1523,16
255,118.1945341,24.49405849,199,118.1946976,24.49528905,444,1524,16
255,118.1945341,24.49405849,199,118.1946976,24.49528905,444,1525,16
255,118.1945341,24.49405849,199,118.1946976,24.49528905,1,1526,16
259,118.1945043,24.49211796,255,118.1945341,24.49405849,164,1530,16
259,118.1945043,24.49211796,255,118.1945341,24.49405849,164,1531,16
259,118.1945043,24.49211796,255,118.1945341,24.49405849,235,1532,16
259,118.1945043,24.49211796,255,118.1945341,24.49405849,235,1533,16
199,118.1946976,24.49528905,198,118.1951292,24.49700371,97,1534,16
343,118.2006789,24.4833226,304,118.2014941,24.48527326,235,1536,16
152,118.1965815,24.5002015,153,118.1950299,24.49961974,235,1537,16
152,118.1965815,24.5002015,153,118.1950299,24.49961974,62,1538,16
255,118.1945341,24.49405849,199,118.1946976,24.49528905,292,1539,16
395,118.196897,24.48179809,354,118.19802,24.48397351,82,1540,16
142,118.1958249,24.50185552,152,118.1965815,24.5002015,36,1541,16
259,118.1945043,24.49211796,255,118.1945341,24.49405849,235,1542,16
259,118.1945043,24.49211796,255,118.1945341,24.49405849,164,1543,16
395,118.196897,24.48179809,354,118.19802,24.48397351,71,1546,16
113,118.203915,24.50423942,136,118.2033965,24.50272089,199,1550,16
113,118.203915,24.50423942,136,118.2033965,24.50272089,199,1551,16
395,118.196897,24.48179809,354,118.19802,24.48397351,235,1558,16
395,118.196897,24.48179809,354,118.19802,24.48397351,235,1559,16
395,118.196897,24.48179809,354,118.19802,24.48397351,235,1564,16
244,118.198852,24.49087384,278,118.1964804,24.49125042,164,1571,16
243,118.1993321,24.49272,244,118.198852,24.49087384,199,1574,16
277,118.1947334,24.49136427,278,118.1964804,24.49125042,73,1576,16
244,118.198852,24.49087384,278,118.1964804,24.49125042,164,1579,16
243,118.1993321,24.49272,244,118.198852,24.49087384,36,1580,16
152,118.1965815,24.5002015,156,118.1994072,24.50050697,235,1597,16
393,118.1945519,24.48271123,391,118.1937282,24.48305447,99,1602,16
209,118.2008385,24.4956138,208,118.2006286,24.49690385,235,1604,16
152,118.1965815,24.5002015,156,118.1994072,24.50050697,235,1605,16
156,118.1994072,24.50050697,152,118.1965815,24.5002015,199,1606,16
199,118.1946976,24.49528905,255,118.1945341,24.49405849,199,1607,16
244,118.198852,24.49087384,278,118.1964804,24.49125042,199,1612,16
126,118.1952792,24.50575812,33,118.1957203,24.50713071,36,1613,16
243,118.1993321,24.49272,244,118.198852,24.49087384,199,1614,16
243,118.1993321,24.49272,244,118.198852,24.49087384,199,1615,16
199,118.1946976,24.49528905,198,118.1951292,24.49700371,163,1617,16
259,118.1945043,24.49211796,255,118.1945341,24.49405849,235,1621,16
277,118.1947334,24.49136427,278,118.1964804,24.49125042,73,1622,16
182,118.2033806,24.4969091,179,118.20293,24.49819044,199,1626,16
259,118.1945043,24.49211796,255,118.1945341,24.49405849,235,1635,16
156,118.1994072,24.50050697,152,118.1965815,24.5002015,199,1637,16
156,118.1994072,24.50050697,152,118.1965815,24.5002015,199,1638,16
244,118.198852,24.49087384,278,118.1964804,24.49125042,235,1639,16
243,118.1993321,24.49272,244,118.198852,24.49087384,36,1641,16
243,118.1993321,24.49272,244,118.198852,24.49087384,36,1642,16
199,118.1946976,24.49528905,198,118.1951292,24.49700371,235,1643,16
199,118.1946976,24.49528905,198,118.1951292,24.49700371,235,1644,16
156,118.1994072,24.50050697,152,118.1965815,24.5002015,199,1645,16
259,118.1945043,24.49211796,255,118.1945341,24.49405849,424,1650,16
259,118.1945043,24.49211796,255,118.1945341,24.49405849,504,1651,16
235,118.2042993,24.49244035,245,118.2039044,24.49036031,199,1654,16
199,118.1946976,24.49528905,198,118.1951292,24.49700371,235,1655,16
395,118.196897,24.48179809,354,118.19802,24.48397351,223,1658,16
395,118.196897,24.48179809,354,118.19802,24.48397351,223,1659,16
182,118.2033806,24.4969091,179,118.20293,24.49819044,199,1663,16
419,118.1956802,24.47951568,395,118.196897,24.48179809,235,1664,16
419,118.1956802,24.47951568,395,118.196897,24.48179809,235,1665,16
259,118.1945043,24.49211796,255,118.1945341,24.49405849,352,1666,16
395,118.196897,24.48179809,354,118.19802,24.48397351,235,1671,16
419,118.1956802,24.47951568,395,118.196897,24.48179809,235,1673,16
199,118.1946976,24.49528905,255,118.1945341,24.49405849,199,1685,16
240,118.2003091,24.49058137,244,118.198852,24.49087384,164,1690,16
240,118.2003091,24.49058137,244,118.198852,24.49087384,163,1691,16
261,118.1929646,24.49479039,201,118.1932617,24.49569742,235,1693,16
261,118.1929646,24.49479039,201,118.1932617,24.49569742,235,1694,16
261,118.1929646,24.49479039,201,118.1932617,24.49569742,15,1695,16
240,118.2003091,24.49058137,244,118.198852,24.49087384,164,1696,16
261,118.1929646,24.49479039,201,118.1932617,24.49569742,235,1697,16
199,118.1946976,24.49528905,255,118.1945341,24.49405849,199,1699,16
261,118.1929646,24.49479039,201,118.1932617,24.49569742,235,1701,16
261,118.1929646,24.49479039,201,118.1932617,24.49569742,235,1702,16
240,118.2003091,24.49058137,244,118.198852,24.49087384,164,1703,16
240,118.2003091,24.49058137,244,118.198852,24.49087384,164,1704,16
261,118.1929646,24.49479039,201,118.1932617,24.49569742,235,1705,16
240,118.2003091,24.49058137,244,118.198852,24.49087384,164,1706,16
209,118.2008385,24.4956138,208,118.2006286,24.49690385,235,1716,16
395,118.196897,24.48179809,394,118.1951547,24.48245227,109,1721,16
240,118.2003091,24.49058137,244,118.198852,24.49087384,199,1727,16
395,118.196897,24.48179809,354,118.19802,24.48397351,223,1758,16
395,118.196897,24.48179809,354,118.19802,24.48397351,223,1759,16
217,118.2038882,24.4949513,182,118.2033806,24.4969091,199,1770,16
395,118.196897,24.48179809,354,118.19802,24.48397351,235,1775,16
130,118.1962564,24.50518584,129,118.1958833,24.50377013,161,1776,16
130,118.1962564,24.50518584,129,118.1958833,24.50377013,161,1777,16
39,118.1996098,24.50650354,123,118.1994763,24.50495817,235,1785,16
198,118.1951292,24.49700371,199,118.1946976,24.49528905,199,1788,16
266,118.192609,24.49357461,270,118.1927913,24.49265572,113,1789,16
142,118.1958249,24.50185552,152,118.1965815,24.5002015,36,1804,16
124,118.1976646,24.50497586,123,118.1994763,24.50495817,235,1808,16
261,118.1929646,24.49479039,201,118.1932617,24.49569742,199,1819,16
238,118.2008087,24.49269072,240,118.2003091,24.49058137,199,1824,16
261,118.1929646,24.49479039,201,118.1932617,24.49569742,235,1825,16
196,118.1988556,24.49614206,204,118.1992565,24.49380775,199,1827,16
261,118.1929646,24.49479039,201,118.1932617,24.49569742,235,1828,16
238,118.2008087,24.49269072,206,118.2008194,24.49428777,223,1829,16
261,118.1929646,24.49479039,201,118.1932617,24.49569742,15,1831,16
261,118.1929646,24.49479039,201,118.1932617,24.49569742,235,1837,16
196,118.1988556,24.49614206,204,118.1992565,24.49380775,181,1846,16
261,118.1929646,24.49479039,201,118.1932617,24.49569742,235,1848,16
261,118.1929646,24.49479039,201,118.1932617,24.49569742,235,1849,16
261,118.1929646,24.49479039,201,118.1932617,24.49569742,235,1855,16
124,118.1976646,24.50497586,130,118.1962564,24.50518584,36,1863,16
